date,open,high,low,close,volume,event_flag,no_price_limit_flag,ema20,ema60,atr14,atrp14,rsi14,rvol20,close_pos,b10_prev,r5,resistance,obv,obv_ma20,obv_std20,bench_close,bench_ret5,ret5,rs5,x1_price_vs_ema20,x2_ema20_vs_ema60,x3_break_b10,x4_close_pos,x5_log_rvol20,x6_obv_z,x7_rs5,x8_atrp_rank,z_x1_price_vs_ema20,z_x2_ema20_vs_ema60,z_x3_break_b10,z_x4_close_pos,z_x5_log_rvol20,z_x6_obv_z,z_x7_rs5,z_x8_atrp_rank,label_rev,p_rev,cv_best_l2,cv_logloss,cv_folds_used,train_n,coef_intercept,coef_z_x1_price_vs_ema20,coef_z_x2_ema20_vs_ema60,coef_z_x3_break_b10,coef_z_x4_close_pos,coef_z_x5_log_rvol20,coef_z_x6_obv_z,coef_z_x7_rs5,coef_z_x8_atrp_rank,atrp14_med60,price_limit_ratio,daily_vwap_pv,daily_vwap_volume,n_intraday_bars,daily_vwap,next_date,next_day_vwap,next_day_close,next_day_high,next_day_low,next_day_vwap_ret_close,next_day_vwap_ret_vwap,next_day_close_ret_close,close_fund,peTTM,pbMRQ,psTTM,pcfNcfTTM,pubDate,statDate,profit_roeAvg,profit_npMargin,profit_gpMargin,profit_netProfit,profit_epsTTM,profit_MBRevenue,profit_totalShare,profit_liqaShare,used_pubDate,effective_date,operation_NRTurnRatio,operation_NRTurnDays,operation_INVTurnRatio,operation_INVTurnDays,operation_CATurnRatio,operation_AssetTurnRatio,growth_YOYEquity,growth_YOYAsset,growth_YOYNI,growth_YOYEPSBasic,growth_YOYPNI,solvency_currentRatio,solvency_quickRatio,solvency_cashRatio,solvency_YOYLiability,solvency_liabilityToAsset,solvency_assetToEquity,cashflow_CAToAsset,cashflow_NCAToAsset,cashflow_tangibleAssetToAsset,cashflow_ebitToInterest,cashflow_CFOToOR,cashflow_CFOToNP,cashflow_CFOToGr,dupont_dupontROE,dupont_dupontAssetStoEquity,dupont_dupontAssetTurn,dupont_dupontPnitoni,dupont_dupontNitogr,dupont_dupontTaxBurden,dupont_dupontIntburden,dupont_dupontEbittogr,fund_days_since_effective,peTTM_rank252,pbMRQ_rank252,psTTM_rank252,pcfNcfTTM_rank252,profit_roeAvg_chg4q,profit_npMargin_chg4q,profit_gpMargin_chg4q,profit_netProfit_chg4q,profit_epsTTM_chg4q,profit_MBRevenue_chg4q,profit_totalShare_chg4q,profit_liqaShare_chg4q,growth_YOYEquity_chg4q,growth_YOYAsset_chg4q,growth_YOYNI_chg4q,growth_YOYEPSBasic_chg4q,growth_YOYPNI_chg4q,solvency_currentRatio_chg4q,solvency_quickRatio_chg4q,solvency_cashRatio_chg4q,solvency_YOYLiability_chg4q,solvency_liabilityToAsset_chg4q,solvency_assetToEquity_chg4q,cashflow_CAToAsset_chg4q,cashflow_NCAToAsset_chg4q,cashflow_tangibleAssetToAsset_chg4q,cashflow_ebitToInterest_chg4q,cashflow_CFOToOR_chg4q,cashflow_CFOToNP_chg4q,cashflow_CFOToGr_chg4q,dupont_dupontROE_chg4q,dupont_dupontAssetStoEquity_chg4q,dupont_dupontAssetTurn_chg4q,dupont_dupontPnitoni_chg4q,dupont_dupontNitogr_chg4q,dupont_dupontTaxBurden_chg4q,dupont_dupontIntburden_chg4q,dupont_dupontEbittogr_chg4q
2026-04-16,20.25,20.29,19.73,20.21,23321863.0,0.0,0.0,20.33615211021595,20.56917098165429,,,,,0.8571428571413293,21.05,21.05,21.05,-36142970.0,,,4736.6077,0.0373139844199923,-0.0208333333333333,-0.0581473177533257,,,,0.8571428571413293,,,-0.0581473177533257,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.1,467540356.0,23321863,48,20.04729879426871,2026-04-17,19.902390140669738,19.91,20.15,19.72,-0.0152206758698794,-0.0072283380961228,-0.0148441365660564,20.21,24.488811,2.438211,2.190903,2445.284525,2026-04-11,2025-12-31,0.103121,0.098218,0.23916,1229382406.9,0.825275,12516931784.56,1356921309.0,1356921309.0,True,2026-04-12,1.990108,180.894692,4.218106,85.346483,0.754354,0.570654,0.0741,0.017639,0.098744,0.094562,0.094473,1.67755,1.501868,0.714658,-0.038931,0.468124,1.880137,0.761712,0.238288,0.443881,,0.064765,0.659404,0.064765,0.103121,2.019854,0.570654,0.910891,0.098218,0.859364,1.05138,0.108706,4,,,,,0.013204000000000007,-0.02715200000000001,-0.011721999999999982,171814154.00000012,-0.021121999999999974,,0.0,0.0,-0.018092999999999998,-0.04009600000000001,-0.04830100000000001,-0.051574999999999996,-0.051761,0.02435200000000015,0.08567100000000005,0.05859700000000001,-0.061473,0.46335299999999996,-0.0322070000000001,-0.008126000000000078,0.008125999999999994,0.006460000000000021,,0.049296000000000006,0.536015,0.049296000000000006,0.013204000000000007,-0.015280000000000182,0.191247,-0.017962000000000033,-0.02715200000000001,-0.00778599999999996,0.005528999999999895,-0.029533000000000004
2026-04-17,20.14,20.15,19.72,19.91,23135040.0,0.0,0.0,20.29556619495729,20.547558818321367,,,,,0.4418604651152548,21.05,20.39,20.39,-59278010.0,,,4728.6716,0.0198651566552872,-0.0423280423280423,-0.0621931989833295,,,,0.4418604651152548,,,-0.0621931989833295,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.1,460442592.0,23135040,48,19.902390140669738,2026-04-20,20.86089073662528,21.24,21.42,20.02,0.0477594543759556,0.0481600747036348,0.0668006027122047,19.91,24.125296,2.402018,2.158381,2408.986388,2026-04-11,2025-12-31,0.103121,0.098218,0.23916,1229382406.9,0.825275,12516931784.56,1356921309.0,1356921309.0,True,2026-04-12,1.990108,180.894692,4.218106,85.346483,0.754354,0.570654,0.0741,0.017639,0.098744,0.094562,0.094473,1.67755,1.501868,0.714658,-0.038931,0.468124,1.880137,0.761712,0.238288,0.443881,,0.064765,0.659404,0.064765,0.103121,2.019854,0.570654,0.910891,0.098218,0.859364,1.05138,0.108706,5,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-20,20.15,21.42,20.02,21.24,50150492.0,0.0,0.0,20.38551227162802,20.5702618078846,,,,,0.8714285714279468,21.05,21.42,21.42,-9127518.0,,,4757.4419,0.0239525606831938,0.0892307692307692,0.0652782085475753,,,,0.8714285714279468,,,0.0652782085475753,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.1,1046183934.0,50150492,48,20.86089073662528,2026-04-21,21.085531226056027,21.17,21.37,20.89,-0.007272541146138,0.0107684994023937,-0.0032956685499057,21.24,25.73688,2.562475,2.302562,2569.90813,2026-04-11,2025-12-31,0.103121,0.098218,0.23916,1229382406.9,0.825275,12516931784.56,1356921309.0,1356921309.0,True,2026-04-12,1.990108,180.894692,4.218106,85.346483,0.754354,0.570654,0.0741,0.017639,0.098744,0.094562,0.094473,1.67755,1.501868,0.714658,-0.038931,0.468124,1.880137,0.761712,0.238288,0.443881,,0.064765,0.659404,0.064765,0.103121,2.019854,0.570654,0.910891,0.098218,0.859364,1.05138,0.108706,8,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-21,21.25,21.37,20.89,21.17,23681585.0,0.0,0.0,20.46022538861583,20.589925355167072,0.7992857142857146,0.0377555840475048,,,0.5833333333321199,21.42,21.42,21.42,-32809103.0,,,4767.997,0.0141904433463566,0.0980290456431536,0.0838386022967969,0.8880111313106333,-0.1622698419763298,-0.3127792672024682,0.5833333333321199,,,0.0838386022967969,,,,,,,,,,1.0,,,,,,,,,,,,,,,,0.1,499338800.0,23681585,48,21.085531226056027,2026-04-22,21.71279524457175,21.86,21.99,21.06,0.0256398320534601,0.0297485518287818,0.0325932923948983,21.17,25.65206,2.55403,2.294973,2561.438565,2026-04-11,2025-12-31,0.103121,0.098218,0.23916,1229382406.9,0.825275,12516931784.56,1356921309.0,1356921309.0,True,2026-04-12,1.990108,180.894692,4.218106,85.346483,0.754354,0.570654,0.0741,0.017639,0.098744,0.094562,0.094473,1.67755,1.501868,0.714658,-0.038931,0.468124,1.880137,0.761712,0.238288,0.443881,,0.064765,0.659404,0.064765,0.103121,2.019854,0.570654,0.910891,0.098218,0.859364,1.05138,0.108706,9,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-22,21.14,21.99,21.06,21.86,37651793.0,0.0,0.0,20.593537256366705,20.63156714680094,0.8364285714285717,0.0382629721605001,43.59964970386682,,0.860215053762517,21.42,21.99,21.99,4842690.0,,,4799.627,0.0244129316229773,0.0848635235732011,0.0604505919502238,1.514131375819378,-0.0454669911254183,0.5260461144314775,0.860215053762517,,,0.0604505919502238,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.1,817525672.0,37651793,48,21.71279524457175,2026-04-23,21.779551262391088,21.78,22.28,21.42,-0.0036801801284954,0.0030745013282444,-0.0036596523330282,21.86,25.216974,2.542205,2.381261,-72.487014,2026-04-11,2025-12-31,0.103121,0.098218,0.23916,1229382406.9,0.825275,12516931784.56,1356921309.0,1356921309.0,True,2026-04-12,1.990108,180.894692,4.218106,85.346483,0.754354,0.570654,0.0741,0.017639,0.098744,0.094562,0.094473,1.67755,1.501868,0.714658,-0.038931,0.468124,1.880137,0.761712,0.238288,0.443881,,0.064765,0.659404,0.064765,0.103121,2.019854,0.570654,0.910891,0.098218,0.859364,1.05138,0.108706,10,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-23,21.87,22.28,21.42,21.78,28588288.0,0.0,0.0,20.706533708141304,20.6692206829714,0.8378571428571432,0.038469106650923,43.07825416622363,,0.4186046511623035,21.99,22.28,22.28,-23745598.0,,,4786.3273,0.0104968794439108,0.0776843146956951,0.0671874352517842,1.2812044404095324,0.0445338748830383,-0.2506393861889558,0.4186046511623035,,,0.0671874352517842,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.1,622640084.0,28588288,48,21.779551262391088,2026-04-24,21.899721790473706,21.88,22.18,21.56,0.0054968682494813,0.0055175851253705,0.0045913682277318,21.78,25.124688,2.532901,2.372546,-72.221737,2026-04-22,2026-03-31,0.036207,0.17801,0.294219,436115871.37,0.866876,,1356921309.0,1356921309.0,True,2026-04-23,0.390666,230.375554,0.62619,143.72405,0.146079,0.111837,0.076712,-0.016488,0.128951,0.157516,0.157507,1.817438,1.574678,0.660525,-0.113677,0.436962,1.776079,0.769542,0.230458,0.47345,,-0.422365,-2.372697,-0.422365,0.036207,1.911955,0.111837,0.95123,0.17801,0.855446,1.031138,0.201807,0,,,,,-0.066914,0.079792,0.055059,-793266535.5300001,0.041601,,0.0,0.0,0.002612000000000003,-0.034127,0.03020700000000001,0.062954,0.063034,0.139888,0.07281000000000004,-0.05413299999999999,-0.074746,-0.031161999999999968,-0.10405799999999998,0.007830000000000004,-0.007830000000000004,0.029568999999999956,,-0.48713,-3.032101,-0.48713,-0.066914,-0.10789899999999997,-0.458817,0.040339000000000014,0.079792,-0.003917999999999977,-0.02024199999999987,0.09310099999999999
2026-04-24,21.7,22.18,21.56,21.88,29727954.0,0.0,0.0,20.81829240260404,20.708918365496928,0.8307142857142858,0.0379668320710351,43.98007758570446,,0.5161290322572317,22.28,22.28,22.28,5982356.0,,,4769.3688,0.0086064762881821,0.0989452536413861,0.090338777353204,1.2780658954020272,0.1316626414013487,-0.4815133276004547,0.5161290322572317,,,0.090338777353204,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.1,651033922.0,29727954,48,21.899721790473706,2026-04-27,22.04260246655576,22.02,22.44,21.66,0.0074315569723837,0.0065243146670568,0.006398537477148,21.88,25.240045,2.544531,2.383439,-72.553334,2026-04-22,2026-03-31,0.036207,0.17801,0.294219,436115871.37,0.866876,,1356921309.0,1356921309.0,True,2026-04-23,0.390666,230.375554,0.62619,143.72405,0.146079,0.111837,0.076712,-0.016488,0.128951,0.157516,0.157507,1.817438,1.574678,0.660525,-0.113677,0.436962,1.776079,0.769542,0.230458,0.47345,,-0.422365,-2.372697,-0.422365,0.036207,1.911955,0.111837,0.95123,0.17801,0.855446,1.031138,0.201807,1,,,,,-0.066914,0.079792,0.055059,-793266535.5300001,0.041601,,0.0,0.0,0.002612000000000003,-0.034127,0.03020700000000001,0.062954,0.063034,0.139888,0.07281000000000004,-0.05413299999999999,-0.074746,-0.031161999999999968,-0.10405799999999998,0.007830000000000004,-0.007830000000000004,0.029568999999999956,,-0.48713,-3.032101,-0.48713,-0.066914,-0.10789899999999997,-0.458817,0.040339000000000014,0.079792,-0.003917999999999977,-0.02024199999999987,0.09310099999999999
2026-04-27,21.88,22.44,21.66,22.02,27462424.0,0.0,0.0,20.932740745213174,20.75190464859539,0.8535714285714288,0.0387634617879832,45.286990414836126,,0.4615384615378684,22.28,22.44,22.44,33444780.0,,,4770.9469,0.0028387104422651,0.0367231638418079,0.0338844533995428,1.273776532803157,0.2118581885059435,-0.3046025104598959,0.4615384615378684,,,0.0338844533995428,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.1,605343295.0,27462424,48,22.04260246655576,2026-04-28,21.71260870861115,21.53,22.15,21.35,-0.0139596408441803,-0.014970725822656,-0.0222524977293369,22.02,25.401544,2.560812,2.39869,-73.017569,2026-04-22,2026-03-31,0.036207,0.17801,0.294219,436115871.37,0.866876,,1356921309.0,1356921309.0,True,2026-04-23,0.390666,230.375554,0.62619,143.72405,0.146079,0.111837,0.076712,-0.016488,0.128951,0.157516,0.157507,1.817438,1.574678,0.660525,-0.113677,0.436962,1.776079,0.769542,0.230458,0.47345,,-0.422365,-2.372697,-0.422365,0.036207,1.911955,0.111837,0.95123,0.17801,0.855446,1.031138,0.201807,4,,,,,-0.066914,0.079792,0.055059,-793266535.5300001,0.041601,,0.0,0.0,0.002612000000000003,-0.034127,0.03020700000000001,0.062954,0.063034,0.139888,0.07281000000000004,-0.05413299999999999,-0.074746,-0.031161999999999968,-0.10405799999999998,0.007830000000000004,-0.007830000000000004,0.029568999999999956,,-0.48713,-3.032101,-0.48713,-0.066914,-0.10789899999999997,-0.458817,0.040339000000000014,0.079792,-0.003917999999999977,-0.02024199999999987,0.09310099999999999
2026-04-28,22.0,22.15,21.35,21.53,29423957.0,0.0,0.0,20.9896225790024,20.77741597159226,0.8285714285714284,0.0384845066684342,41.62659708503908,,0.2249999999997192,22.44,22.44,22.44,4020823.0,,,4758.2083,-0.0020530004528106,0.0170051960321209,0.0190581964849315,0.6521796460308086,0.2561114227360604,-1.0982758620676405,0.2249999999997192,,,0.0190581964849315,,,,,,,,,,1.0,,,,,,,,,,,,,,,,0.1,638870865.0,29423957,48,21.71260870861115,2026-04-29,21.99455990589259,22.07,22.28,21.5,0.0215773295816343,0.0129855974961505,0.0250812819321875,21.53,24.836297,2.503827,2.345313,-71.392746,2026-04-22,2026-03-31,0.036207,0.17801,0.294219,436115871.37,0.866876,,1356921309.0,1356921309.0,True,2026-04-23,0.390666,230.375554,0.62619,143.72405,0.146079,0.111837,0.076712,-0.016488,0.128951,0.157516,0.157507,1.817438,1.574678,0.660525,-0.113677,0.436962,1.776079,0.769542,0.230458,0.47345,,-0.422365,-2.372697,-0.422365,0.036207,1.911955,0.111837,0.95123,0.17801,0.855446,1.031138,0.201807,5,,,,,-0.066914,0.079792,0.055059,-793266535.5300001,0.041601,,0.0,0.0,0.002612000000000003,-0.034127,0.03020700000000001,0.062954,0.063034,0.139888,0.07281000000000004,-0.05413299999999999,-0.074746,-0.031161999999999968,-0.10405799999999998,0.007830000000000004,-0.007830000000000004,0.029568999999999956,,-0.48713,-3.032101,-0.48713,-0.066914,-0.10789899999999997,-0.458817,0.040339000000000014,0.079792,-0.003917999999999977,-0.02024199999999987,0.09310099999999999
2026-04-29,21.77,22.28,21.5,22.07,25478971.0,0.0,0.0,21.09251566671645,20.819795775802348,0.8471428571428571,0.0383843614473411,46.73600305512436,0.9069773041779924,0.7307692307682933,22.44,22.44,22.44,29499794.0,-23175222.95,32569050.75595556,4810.3468,0.0022334652255269,0.0096065873741995,0.0073731221486725,1.153860089878038,0.3219290449235198,-0.4367622259691315,0.7307692307682933,-0.0976378521370894,1.617333503045614,0.0073731221486725,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.1,560398754.0,25478971,48,21.99455990589259,2026-04-30,22.06274940551905,21.96,22.3,21.82,-0.0003285271627073,0.003100289340556,-0.0049841413683733,22.07,25.459223,2.566627,2.404136,-73.183367,2026-04-22,2026-03-31,0.036207,0.17801,0.294219,436115871.37,0.866876,,1356921309.0,1356921309.0,True,2026-04-23,0.390666,230.375554,0.62619,143.72405,0.146079,0.111837,0.076712,-0.016488,0.128951,0.157516,0.157507,1.817438,1.574678,0.660525,-0.113677,0.436962,1.776079,0.769542,0.230458,0.47345,,-0.422365,-2.372697,-0.422365,0.036207,1.911955,0.111837,0.95123,0.17801,0.855446,1.031138,0.201807,6,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-30,22.0,22.3,21.82,21.96,25951210.0,0.0,0.0,21.175133222267267,20.857179520858008,0.8521428571428571,0.0388043195420226,45.855500846667326,0.9091649032872144,0.2916666666660599,22.44,22.44,22.44,3548584.0,-22997793.75,32704206.62512591,4807.3069,0.0043832355551614,0.0082644628099173,0.0038812272547559,0.9210507031219938,0.3731225330867058,-0.563285834031192,0.2916666666660599,-0.0952287895006697,0.8117114123662921,0.0038812272547559,,,,,,,,,,1.0,,,,,,,,,,,,,,,,0.1,572555043.0,25951210,48,22.06274940551905,2026-05-06,22.178327093931387,22.28,22.36,21.92,0.009942035242777,0.0052385895469322,0.0145719489981785,21.96,25.33233,2.553834,2.392154,-72.818611,2026-04-22,2026-03-31,0.036207,0.17801,0.294219,436115871.37,0.866876,,1356921309.0,1356921309.0,True,2026-04-23,0.390666,230.375554,0.62619,143.72405,0.146079,0.111837,0.076712,-0.016488,0.128951,0.157516,0.157507,1.817438,1.574678,0.660525,-0.113677,0.436962,1.776079,0.769542,0.230458,0.47345,,-0.422365,-2.372697,-0.422365,0.036207,1.911955,0.111837,0.95123,0.17801,0.855446,1.031138,0.201807,7,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-06,21.95,22.36,21.92,22.28,32442479.0,0.0,0.0,21.280358629670385,20.903829372633155,0.7557142857142856,0.0339189535778389,48.8731575385103,1.102839067721168,0.8181818181799616,22.44,22.44,22.44,35991063.0,-20449346.65,35126042.44376484,4877.0932,0.0225867204901411,0.0182815356489947,-0.0043051848411463,1.3227768605478367,0.4982428732055056,-0.2117202268428202,0.8181818181799616,0.0978878254750664,1.606796716150374,-0.0043051848411463,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.1,719519911.0,32442479,48,22.178327093931387,2026-05-07,22.21838944294644,22.21,22.41,22.13,-0.0027652853255636,0.0018063738011158,-0.0031418312387792,22.28,25.701472,2.591048,2.427012,-73.87972,2026-04-22,2026-03-31,0.036207,0.17801,0.294219,436115871.37,0.866876,,1356921309.0,1356921309.0,True,2026-04-23,0.390666,230.375554,0.62619,143.72405,0.146079,0.111837,0.076712,-0.016488,0.128951,0.157516,0.157507,1.817438,1.574678,0.660525,-0.113677,0.436962,1.776079,0.769542,0.230458,0.47345,,-0.422365,-2.372697,-0.422365,0.036207,1.911955,0.111837,0.95123,0.17801,0.855446,1.031138,0.201807,13,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-07,22.4,22.41,22.13,22.21,24311253.0,0.0,0.0,21.36889590303511,20.9466546391042,0.722857142857143,0.0325464719881634,48.23979310654215,0.8139043752124201,0.2857142857132708,22.44,22.41,22.41,11679810.0,-18353575.0,35724951.70135725,4900.5098,0.0271566426362868,0.008628519527702,-0.0185281231085847,1.1635827428351957,0.584128230733653,-0.3181818181813786,0.2857142857132708,-0.2059123950493619,0.8406837117951647,-0.0185281231085847,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.1,540156887.0,24311253,48,22.21838944294644,2026-05-08,21.53535008722467,21.62,22.18,21.25,-0.0303759528489567,-0.0307420732486355,-0.0265646105357947,22.21,25.620722,2.582908,2.419387,-73.647602,2026-04-22,2026-03-31,0.036207,0.17801,0.294219,436115871.37,0.866876,,1356921309.0,1356921309.0,True,2026-04-23,0.390666,230.375554,0.62619,143.72405,0.146079,0.111837,0.076712,-0.016488,0.128951,0.157516,0.157507,1.817438,1.574678,0.660525,-0.113677,0.436962,1.776079,0.769542,0.230458,0.47345,,-0.422365,-2.372697,-0.422365,0.036207,1.911955,0.111837,0.95123,0.17801,0.855446,1.031138,0.201807,14,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-08,22.15,22.18,21.25,21.62,30794040.0,0.0,0.0,21.39281057893653,20.96873153618275,0.7121428571428573,0.0329390775736736,43.162538876163616,1.0025122692388042,0.3978494623651648,22.44,22.41,22.41,-19114230.0,-17104761.15,35236658.24670632,4871.9122,0.023896368723496,0.0041802136553645,-0.0197161550681315,0.3190222562571896,0.5954971513083758,-1.151454363087651,0.3978494623651648,0.0025091187658943,-0.0570277929289118,-0.0197161550681315,,,,,,,,,,1.0,,,,,,,,,,,,,,,,0.1,663160432.0,30794040,48,21.53535008722467,2026-05-11,22.334583604482468,22.35,22.55,21.75,0.0330519706051095,0.037112631743652,0.0337650323774283,21.62,24.940118,2.514294,2.355117,-71.691183,2026-04-22,2026-03-31,0.036207,0.17801,0.294219,436115871.37,0.866876,,1356921309.0,1356921309.0,True,2026-04-23,0.390666,230.375554,0.62619,143.72405,0.146079,0.111837,0.076712,-0.016488,0.128951,0.157516,0.157507,1.817438,1.574678,0.660525,-0.113677,0.436962,1.776079,0.769542,0.230458,0.47345,,-0.422365,-2.372697,-0.422365,0.036207,1.911955,0.111837,0.95123,0.17801,0.855446,1.031138,0.201807,15,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-11,21.75,22.55,21.75,22.35,35509364.0,0.0,0.0,21.483971476180667,21.01401902679971,0.7385714285714288,0.0330457015020758,50.15317231355371,1.141535704241299,0.7499999999990636,22.44,22.55,22.55,16395134.0,-15466157.4,35986424.17343206,4951.8366,0.0294136381185654,0.0126869053013141,-0.0167267328172513,1.172572469386293,0.6362992544801265,-0.1218568665375523,0.7499999999990636,0.1323744648527378,0.8853697507273437,-0.0167267328172513,,,,,,,,,,1.0,,,,,,,,,,,,,,,,0.1,793086859.0,35509364,48,22.334583604482468,2026-05-12,22.563500408455017,22.54,22.98,21.97,0.0095525909823273,0.0102494323613271,0.0085011185682326,22.35,25.782222,2.599189,2.434637,-74.111838,2026-04-22,2026-03-31,0.036207,0.17801,0.294219,436115871.37,0.866876,,1356921309.0,1356921309.0,True,2026-04-23,0.390666,230.375554,0.62619,143.72405,0.146079,0.111837,0.076712,-0.016488,0.128951,0.157516,0.157507,1.817438,1.574678,0.660525,-0.113677,0.436962,1.776079,0.769542,0.230458,0.47345,,-0.422365,-2.372697,-0.422365,0.036207,1.911955,0.111837,0.95123,0.17801,0.855446,1.031138,0.201807,18,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-12,22.37,22.98,21.97,22.54,35948879.0,0.0,0.0,21.58454562130632,21.06405118985545,0.7757142857142859,0.034415008239319,51.81434599517638,1.1209407078086666,0.564356435643005,22.55,22.98,22.98,52344013.0,-11196281.9,38616526.54988846,4948.0465,0.0292761837194128,0.0264116575591983,-0.0028645261602144,1.23170914380242,0.6709872965287934,-0.0128913443830424,0.564356435643005,0.1141682504598383,1.6454171458925149,-0.0028645261602144,,,,,,,,,,1.0,,,,,,,,,,,,,,,,0.1,811132546.0,35948879,48,22.563500408455017,2026-05-13,23.29103373027744,23.45,23.6,22.41,0.0333200412722909,0.032243814508045,0.0403726708074534,22.54,26.001399,2.621285,2.455335,-74.741871,2026-04-22,2026-03-31,0.036207,0.17801,0.294219,436115871.37,0.866876,,1356921309.0,1356921309.0,True,2026-04-23,0.390666,230.375554,0.62619,143.72405,0.146079,0.111837,0.076712,-0.016488,0.128951,0.157516,0.157507,1.817438,1.574678,0.660525,-0.113677,0.436962,1.776079,0.769542,0.230458,0.47345,,-0.422365,-2.372697,-0.422365,0.036207,1.911955,0.111837,0.95123,0.17801,0.855446,1.031138,0.201807,19,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
