date,precious_sector_open,precious_sector_high,precious_sector_low,precious_sector_close,precious_sector_volume,precious_sector_amount,precious_sector_close_ret1,precious_sector_close_ret5,precious_sector_close_ret20,precious_sector_close_ma20_gap,precious_sector_close_z20,precious_sector_volume_ret1,precious_sector_volume_ret5,precious_sector_volume_ret20,precious_sector_volume_ma20_gap,precious_sector_volume_z20,precious_sector_amount_ret1,precious_sector_amount_ret5,precious_sector_amount_ret20,precious_sector_amount_ma20_gap,precious_sector_amount_z20,industrial_metal_sector_open,industrial_metal_sector_high,industrial_metal_sector_low,industrial_metal_sector_close,industrial_metal_sector_volume,industrial_metal_sector_amount,industrial_metal_sector_close_ret1,industrial_metal_sector_close_ret5,industrial_metal_sector_close_ret20,industrial_metal_sector_close_ma20_gap,industrial_metal_sector_close_z20,industrial_metal_sector_volume_ret1,industrial_metal_sector_volume_ret5,industrial_metal_sector_volume_ret20,industrial_metal_sector_volume_ma20_gap,industrial_metal_sector_volume_z20,industrial_metal_sector_amount_ret1,industrial_metal_sector_amount_ret5,industrial_metal_sector_amount_ret20,industrial_metal_sector_amount_ma20_gap,industrial_metal_sector_amount_z20,minor_metal_sector_open,minor_metal_sector_high,minor_metal_sector_low,minor_metal_sector_close,minor_metal_sector_volume,minor_metal_sector_amount,minor_metal_sector_close_ret1,minor_metal_sector_close_ret5,minor_metal_sector_close_ret20,minor_metal_sector_close_ma20_gap,minor_metal_sector_close_z20,minor_metal_sector_volume_ret1,minor_metal_sector_volume_ret5,minor_metal_sector_volume_ret20,minor_metal_sector_volume_ma20_gap,minor_metal_sector_volume_z20,minor_metal_sector_amount_ret1,minor_metal_sector_amount_ret5,minor_metal_sector_amount_ret20,minor_metal_sector_amount_ma20_gap,minor_metal_sector_amount_z20
2025-01-16,2325.013,2365.588,2320.626,2328.964,476400930,6231877900.0,0.010984698690214012,0.0315274016711975,,0.030972732275350356,1.947500188424807,0.3928453207359237,0.8041968171894327,,0.22263412872671284,0.9007584013303842,0.4057291170528592,0.7925639813626071,,0.19544242151750435,0.7190742235705712,2532.064,2586.25,2532.064,2584.895,2923914900,23908741000.0,0.027096992092820127,0.04564792554846164,,0.04545262617042867,2.636641218595119,0.3586173463683855,0.6855539327239184,,0.29041135203845214,2.3020053085940595,0.28207190512404257,0.7126007853450957,,0.31544392017340517,2.460300287728336,3749.645,3795.046,3730.588,3773.762,439434450,6458878000.0,0.010739855203857562,0.028982096927283152,,0.039533924467119785,1.7364168660490262,0.006088257061269031,-0.10441294356489117,,-0.0036349937758937134,-0.023195656597637997,-0.009558698158009693,-0.0001716257403440169,,0.007069629805359856,0.04434303702500396
2025-01-17,2327.517,2352.905,2324.034,2339.786,328074890,4314368700.0,0.004646701280054177,0.04284524900430364,,0.032855141338125726,1.856835146163673,-0.3113470832225286,0.15152970721248327,,-0.17473241650233962,-0.7309137011032728,-0.3076936407884372,0.1722674834703759,,-0.18683550389496484,-0.7189297703424247,2580.636,2593.132,2556.979,2585.875,2097391700,16376413000.0,0.0003791256511387342,0.06183452484098395,,0.04154525977513823,1.9551341903230153,-0.2826769000698345,0.056004191004897175,,-0.098167439073516,-0.6794583577006389,-0.3150449452775451,0.010917460387029232,,-0.12409803313825607,-0.8267684034206569,3772.72,3789.24,3732.259,3777.444,395781530,5953157000.0,0.0009756842111399155,0.043814612460637115,,0.036821850692246194,1.4979401354744164,-0.0993388661266772,-0.18723814390946714,,-0.10231612053207917,-0.6879715357561967,-0.07829858374782739,-0.15045811903944106,,-0.07237867225173389,-0.47879986849989564
2025-01-20,2328.082,2328.082,2295.774,2308.576,297141530,3980897100.0,-0.013338826713212293,0.005735356326165508,,0.01629552117218136,0.8442781933367238,-0.09428749637011236,-0.30507647510521907,,-0.24150029018471753,-1.0194231695314784,-0.07729325497841666,-0.31446804289774155,,-0.23782078990037103,-0.923222390419007,2600.013,2602.357,2572.011,2583.904,2080312400,16330514000.0,-0.0007622178179532701,0.03802427395860275,,0.037160616483237874,1.5838135109086449,-0.00814311413552371,-0.094485123863015,,-0.09813333615027997,-0.6920548510550247,-0.0028027505168561895,-0.1672750517644902,,-0.11742582455599149,-0.7877119885131447,3787.188,3792.905,3743.07,3766.13,378027950,5692877700.0,-0.0029951469829863075,0.033914292946180646,,0.030554174193216488,1.1908843520776708,-0.044857019982716184,-0.10724313304640953,,-0.13521004817269278,-0.9255296467178341,-0.043721222201934196,-0.08240512634020003,,-0.1075525637338518,-0.7340356584029513
2025-01-21,2304.878,2325.497,2284.521,2315.465,292039180,3897418300.0,0.0029840906255631516,0.0005591635190314026,,0.018052109132885352,0.95009796690207,-0.017171446885933417,-0.26757096642556855,,-0.24041404077456197,-0.9976793252926454,-0.020969846218833466,-0.25510870442311673,,-0.2398983417449837,-0.9224829974712452,2586.303,2586.87,2550.608,2567.315,1622875000,12854737800.0,-0.006420130159634385,0.007225475479991639,,0.02756460769065039,1.1184701355474747,-0.2198888013165715,-0.34406063399826237,,-0.2910923719219022,-2.0864201093134938,-0.21283936317007535,-0.3526691974938546,,-0.29893984487097347,-2.0235739856630244,3782.034,3782.034,3706.159,3754.972,319557440,4832314700.0,-0.0029627230074372735,-0.0059261012395703805,,0.025091633144531,0.9678872050033681,-0.15467245212953173,-0.4523159452079155,,-0.261286034377443,-1.7855725943234715,-0.1511648493695904,-0.44789171265736527,,-0.23613961968130182,-1.6328594197458497
2025-01-22,2336.187,2379.295,2322.843,2360.796,472908340,7012602400.0,0.019577493073745345,0.024802716026981253,,0.03664632777377652,1.943345402524589,0.619331830749559,0.3826340945765856,,0.2515132474573394,1.028816833092188,0.7992942661556242,0.581837696145292,,0.39149057550923505,1.4916921507847583,2563.947,2567.59,2543.522,2555.135,1533863600,12489177000.0,-0.004744256158671578,0.015271983152541191,,0.020679960636990513,0.8355905652818619,-0.054847970422860715,-0.28727963528519296,,-0.31574732116235826,-1.994917803350446,-0.02843782624644431,-0.33028581681396885,,-0.30401521579200264,-1.8267007617043642,3735.614,3751.654,3703.364,3713.019,247863300,3672398900.0,-0.011172653218186612,-0.0055291546130435965,,0.011825186497257834,0.45926751997429066,-0.22435446973163886,-0.4325152352382604,,-0.41612274495127155,-2.6013507570280407,-0.24003316671408015,-0.43685334397102826,,-0.40953195283290644,-2.638338818156663
2025-01-23,2349.803,2384.388,2327.941,2327.941,373797810,5171146100.0,-0.013916916158787096,-0.00043925110048936844,,0.01972812167802429,0.965296356154031,-0.20957661689789608,-0.2153713679778081,,-0.02708801513458048,-0.1127103552864884,-0.26259242930983795,-0.17021061981974972,,-3.5930010258145018e-06,-1.3536738880160085e-05,2575.979,2600.475,2543.004,2543.004,2065035300,16960232000.0,-0.004747694348831044,-0.01620607413453934,,0.014435518383313806,0.5914877545044013,0.34629656770002226,-0.2937430224114935,,-0.058984764386815214,-0.33389091457529363,0.3579943658417204,-0.2906263027400732,,-0.03530444246071429,-0.1937162706001024,3737.831,3802.495,3726.886,3726.886,411029540,6162222300.0,0.0037346967521578733,-0.012421557056327415,,0.014804030273943392,0.5926640309666114,0.6582912436008075,-0.06463969768414835,,-0.004134645624031541,-0.021394598576217776,0.6779828302421069,-0.045929912285074925,,0.01860534057234431,0.09879636770186767
2025-01-24,2329.291,2347.249,2303.492,2344.551,315889090,4323116400.0,0.007135060553510542,0.0020365110313507184,,0.025739199340907293,1.2663194844545578,-0.15491990175116332,-0.037143348581173075,,-0.1764171176435948,-0.7582081334394202,-0.16399260117597525,0.00202757358220218,,-0.16399541721608413,-0.6395432750344053,2541.572,2575.726,2533.534,2573.713,1793430400,14742363000.0,0.012075875617969967,-0.0047032435829263974,,0.02576025421285144,1.0809563083484648,-0.13152554825576102,-0.144923478051334,,-0.17972833849994085,-1.0453069804707718,-0.1307687890118484,-0.09978070289262975,,-0.15960215119165155,-0.9033431751354978,3718.805,3749.04,3687.912,3745.231,322528190,4520727800.0,0.004922339991081159,-0.008527724037735496,,0.01885654179217755,0.7730818548025448,-0.21531627629488626,-0.1850852918780722,,-0.21835867730219904,-1.1692274901780562,-0.266380279724735,-0.24061673495256386,,-0.2535989753076725,-1.3950677308646744
2025-01-27,2348.55,2378.55,2334.112,2334.112,288339390,4082446800.0,-0.004452451663452761,0.011061364234922433,,0.019628355871508463,0.9521069070743242,-0.08721320511575759,-0.029622718843777873,,-0.2403612868319236,-1.0372929755431293,-0.05567039555076514,0.025509250163738173,,-0.20284614781162058,-0.7989267581529479,2578.385,2605.61,2566.724,2566.724,1622473100,13744897000.0,-0.002715531995991838,-0.006648853827386669,,0.021426991835875153,0.8976921838965214,-0.09532418988771463,-0.22008199345444468,,-0.24999078125292784,-1.4373097796655956,-0.06765984530431113,-0.1583304114004005,,-0.20903749746453593,-1.1806276818094252,3756.54,3768.418,3687.922,3687.922,279837610,3990932900.0,-0.015301859885278102,-0.020766144556879418,,0.002154543568062106,0.08966449088495959,-0.1323623215694727,-0.2597435983238805,,-0.312994203466168,-1.639812292354617,-0.11719239101279222,-0.29896036586206653,,-0.3310930180935514,-1.7493068234669993
2025-02-05,2407.184,2465.712,2407.184,2465.595,634053150,9806988800.0,0.05633105866385146,0.06483794831707645,,0.07589187900807537,3.700971500445957,1.198982074561509,1.1711235800620998,,0.6930397586803503,2.9495098792098933,1.4022330921740362,1.5162782244851676,,0.9367753307823679,3.6913666107095926,2586.247,2589.295,2552.078,2572.136,1951443700,16236140000.0,0.00210852432906683,0.0018778373514740654,,0.022363685590502058,0.9447126438926212,0.2027587391125314,0.20246087961180015,,-0.08521497872888328,-0.4701619294263368,0.18124857538037564,0.2630471544896078,,-0.05469870306393665,-0.30254350837860133,3752.229,3769.684,3720.273,3748.383,379183710,5734127700.0,0.016394327211909587,-0.0017547401152393505,,0.01846228632953384,0.7918886382820254,0.35501339509010243,0.18659014792457973,,-0.05262443992494514,-0.25941881219003987,0.4367888019365096,0.1866213307672202,,-0.020912548906326767,-0.10288872626537722
2025-02-06,2457.821,2472.882,2447.665,2462.93,426314470,6504556300.0,-0.0010808750017744506,0.04326252670709363,,0.0704532528583004,2.6730069109822536,-0.3276360664717145,-0.09852621757527047,,0.09827831703952405,0.3660877770028344,-0.336742762467517,-0.07244758379571037,,0.22422129214724507,0.719225475813981,2574.123,2603.511,2564.943,2603.511,2180286400,17382588000.0,0.012198033074456438,0.018932854819804,,0.033617906069245196,1.427939044694664,0.11726841004944188,0.42143434396643875,,0.026664997617555475,0.14978697147643916,0.07061087179588244,0.3918121266117054,,0.014971826810548317,0.08475015160227736,3744.121,3879.523,3737.647,3879.523,622631380,10612036100.0,0.03498575252315472,0.04484329328775338,,0.05307068780356916,2.3046664466225395,0.6420309300734464,1.5119950392010435,,0.559940550870778,2.8271594127298596,0.850680113036199,1.8896741309883303,,0.813974244404517,4.115067248774937
2025-02-07,2455.281,2491.988,2452.017,2489.007,460085300,6602917200.0,0.010587795836666247,0.06918817959733525,0.13062985308666986,0.07798959966008567,2.5996892479487768,0.07921577233819899,0.2308400094692904,-0.04671771168474248,0.17948339998975493,0.6878451429543742,0.015121846204944056,0.2768769383638183,0.03717072989900849,0.2289558745388609,0.7527893604074818,2604.272,2660.683,2595.711,2649.201,2966111800,23077363000.0,0.01754937851232441,0.04176045338505174,0.08833137648478795,0.0499923307625203,2.0764335342688214,0.3604230159854229,0.4363491994543629,0.3335519868523744,0.3948390235036119,2.280419609523628,0.3276137592399935,0.3606749601066779,0.4370107035905213,0.3464825973021244,2.0161848634060298,3866.36,3904.518,3830.624,3877.142,556341930,9094582300.0,-0.0006137352452866285,0.040316768476416964,0.08967313251704989,0.04963912768409906,1.962493530600147,-0.10646660629279558,0.353532716894265,0.6820607515883588,0.35589786454126493,1.5916230435043348,-0.14299365227376115,0.47586079457081576,0.8791435365051812,0.49379203011602013,1.9396224698744835
2025-02-10,2505.615,2538.602,2486.392,2527.924,454660880,6736389800.0,0.01563555265212191,0.07821241679110424,0.12738696134213034,0.08806872669061172,2.7152151548772534,-0.011790031109448651,0.43930542203910883,-0.2271817201175329,0.16895572300039552,0.6517675353163868,0.020214186541669843,0.5582254042477319,-0.18996973612975288,0.2510431682065093,0.8229941995054624,2656.754,2669.574,2645.642,2665.548,2696964500,22690209000.0,0.006170539721221502,0.0356819116972249,0.1049718901539678,0.051988841738913605,2.0854646135553616,-0.09074078057340929,0.5038021547978666,-0.03681428542143339,0.2465257663271696,1.2909267152708352,-0.016776353520114085,0.5391161511896023,0.015945086636616868,0.2973319475302798,1.6172099596367149,3875.136,3891.347,3852.25,3880.456,419772880,6620114500.0,0.0008547533208740354,0.03610591709830446,0.10780186265841785,0.04601862950516544,1.7739322751855278,-0.245476823938113,0.3015075674470502,0.0462168617188794,-0.004315239255960446,-0.019099413074495374,-0.2720815226445309,0.4643913088507563,0.19952368861577674,0.0506461109882006,0.1924941838684579
2025-02-11,2565.767,2640.05,2560.036,2563.565,713004660,11371037900.0,0.014098920695400752,0.0983041944859544,0.15385411710905994,0.09666786975518038,2.640819388613168,0.5682120265108359,1.4727965887699215,0.704128634532476,0.8652178847552683,3.640453375963258,0.6880017691375282,1.7853487031355804,1.0560089803771766,1.1432035412796857,3.969245861821138,2667.491,2694.665,2660.189,2672.862,2625127500,23013890000.0,0.0027439010664975783,0.04135154383564421,0.0931646890802218,0.04963046917664604,2.0089689941030104,-0.026636242338377136,0.6179790592521996,0.11720740993000622,0.21622027979115965,1.1512345497807308,0.014265227790541735,0.6743588547807962,0.22823447788177376,0.3145004294405582,1.6969802246952748,3883.521,3884.559,3851.814,3873.321,367635820,5994963800.0,-0.0018387014309658722,0.05027194176015648,0.0886426849724109,0.03880831714246624,1.6011657974454787,-0.1242030214052895,0.3137469977677412,-0.05879066589499804,-0.1298958538296836,-0.5769058702220018,-0.09443200718054046,0.5021459769468939,0.013169919558892795,-0.05681010450360924,-0.21900820430368886
2025-02-12,2518.664,2531.639,2489.518,2505.213,491279780,6959330200.0,-0.02276205206421522,0.01606833239035632,0.11131008992639813,0.06392661543520539,1.5870898945540544,-0.31097255381192035,-0.2251757127931625,0.4259020529539068,0.23749993178419637,0.8051209735785827,-0.387977574149146,-0.29037033263462075,0.5417975917639526,0.24325997908873043,0.6661055660243439,2655.557,2660.854,2630.465,2656.455,2431396100,19675825000.0,-0.00613836404573076,0.0327817036113176,0.06068803544391144,0.03854234115804411,1.5358374819438017,-0.07379885357949278,0.2459473465721813,0.09225205088463384,0.11932361514209644,0.6219492539273979,-0.1450456659000282,0.21185361791657376,0.08338904683711568,0.11027775649121452,0.5642489142956649,3858.515,3870.131,3819.906,3869.817,374746550,5769502600.0,-0.000904650040624011,0.03239636931444845,0.06311667804008048,0.03349764319346327,1.4508215472128319,0.0193417768703823,-0.011701874007193025,-0.0789398688314733,-0.11064971845046756,-0.48731353237525316,-0.03760843393249513,0.006169185942615174,-0.11009422770620081,-0.09283810178759466,-0.35833626996312995
2025-02-13,2510.955,2537.127,2493.773,2522.123,377280140,5457066500.0,0.006749925056272588,0.02403356977258797,0.1181908182478777,0.0654312041174332,1.589827558357743,-0.23204626903228132,-0.11501915475681601,0.09254828655925462,-0.06690227688707273,-0.22877779078769295,-0.21586325936941464,-0.1610393932634575,0.14305650128346703,-0.04595479153388504,-0.1282774220936384,2655.691,2664.378,2629.759,2630.271,1977345200,16207413000.0,-0.009856745173548842,0.010278427861453387,0.06622651857779238,0.02525959880307238,0.9746073588570935,-0.18674493226340205,-0.09308006507768884,-0.1809777790885,-0.09398705397898122,-0.4876309775573107,-0.17627784349576192,-0.0676064461747583,-0.10872320910419864,-0.08933084156507098,-0.4555293808940119,3863.081,3883.335,3828.51,3834.407,442005680,6464273000.0,-0.00915030348980328,-0.011629264731772393,0.06406436101309043,0.020908769291853035,0.9013739155308592,0.1794789838625599,-0.2901005407083722,-0.03833035408134311,0.05298299841670073,0.23118651404297638,0.120421195407729,-0.3908545976393729,0.005164639372219115,0.022139103980735486,0.08472045125583688
2025-02-14,2534.365,2550.798,2506.116,2523.109,439437670,5692886900.0,0.000390940489420899,0.013701046240528703,0.11751666015585194,0.05987984724695283,1.4318668219134785,0.16475166172277178,-0.044877830263214236,0.6642117922967536,0.0825488124165441,0.28490432920759656,0.043213766957027167,-0.13782246126000186,0.6375263075855562,-0.010633483927768306,-0.03001945095404598,2631.354,2643.708,2620.716,2636.883,1868469800,15370683000.0,0.002513809413554613,-0.004649703816358319,0.06667823600726686,0.024574561214343538,0.9925340113859202,-0.05506140253102998,-0.3700608992553821,0.07711979564311977,-0.1352169208733025,-0.6967210733991551,-0.05162637615269017,-0.3339497671376058,0.10101338155323658,-0.13152147804448755,-0.6638267738886271,3832.901,3867.569,3810.402,3832.22,366690690,5365206200.0,-0.0005703619881771704,-0.011586369547465614,0.04492169126899692,0.01720031580239323,0.8004639819327914,-0.17039371530248204,-0.34088971147653746,-0.25266797885496006,-0.12460166633761005,-0.5442670288268762,-0.17002171783277098,-0.41006568273069566,-0.16947101454558722,-0.1518694553131551,-0.581270943562063
2025-02-17,2435.532,2448.008,2403.093,2425.953,512964690,6826865700.0,-0.038506461670898884,-0.040337842435136495,0.0812499777149438,0.013420055252932217,0.3212250937489867,0.1673207032979216,0.1282358183092418,0.8004854906330754,0.23695951764344225,0.8701979811432325,0.19919222354478894,0.01343091814550279,0.8549440788705025,0.1640225514359792,0.48909123644263847,2624.573,2625.05,2600.938,2615.203,2470136000,20356959000.0,-0.008221828575632584,-0.018887298221603843,0.07387744375413186,0.012907035985348037,0.5511103357766595,0.32201012828786424,-0.08410511150591715,0.2436751648974642,0.1397235831088839,0.732884376208,0.3244017198194771,-0.1028306967115199,0.2566369261377859,0.14565021893792895,0.7521281629777951,3826.124,3839.368,3798.933,3820.188,422861890,6201323000.0,-0.0031396944851808106,-0.015531164378619455,0.05562598856443035,0.011794332516967598,0.566583765898032,0.15318414547148707,0.007358765054093164,-0.13162694937696884,0.02465870398510983,0.10710098011697922,0.15584057142109464,-0.0632604617337057,-0.11504373127334355,-0.011139566427201486,-0.04192711543285931
2025-02-18,2423.205,2457.237,2412.19,2445.79,375574670,5020052400.0,0.008176992711730113,-0.04594188171550173,0.0655128863632699,0.017831241949583854,0.457231564444782,-0.2678352383280026,-0.4732507498618592,-0.12164525255828718,-0.11857850064055042,-0.45675966070829643,-0.26466220069335766,-0.558522938350245,-0.13551989411434684,-0.16641116480759244,-0.5252748052552026,2614.451,2623.364,2578.248,2585.305,2084561000,15756165000.0,-0.011432382113357953,-0.03275777050966355,0.038587093632946656,-0.002149563993698256,-0.11141493094603143,-0.15609464418153496,-0.20592009340498696,-0.09263580041392361,-0.04880166319999357,-0.25697295319371366,-0.22600595698011672,-0.31536280915568815,-0.19656223410878848,-0.12352700272936601,-0.6405663281147711,3821.936,3834.237,3752.832,3767.968,455713740,6945735200.0,-0.01366948432904358,-0.027199656315601062,0.034418878414668175,-0.004689686855889996,-0.2541056101481465,0.07768931364327969,0.23957926624233727,0.07622087401236621,0.11290637389249891,0.49475178595999697,0.12004086869850195,0.15859501937276077,0.1195341528799092,0.11472908736592902,0.4313781321837381
2025-02-19,2472.457,2483.553,2444.039,2461.23,363357750,4821228000.0,0.006312888678095874,-0.017556590996454235,0.0635471622451409,0.02106173444379844,0.5602954274829998,-0.03252860476453323,-0.2603852940986091,-0.08870527004534157,-0.14201319086382336,-0.5408879411841538,-0.039606040765630235,-0.3072281582500569,-0.07854623374874958,-0.19416107805317873,-0.60482252150808,2586.533,2622.431,2586.533,2622.159,1877719800,14994686000.0,0.014255184591373204,-0.012910438912008604,0.028742225071383798,0.010202386899540672,0.602413904262064,-0.09922530451255684,-0.22771949827508564,-0.2410565600302491,-0.13900399990258017,-0.7286190588205903,-0.04832895568179185,-0.2379132260019593,-0.24490703173209316,-0.15684613588316398,-0.8019660739087099,3765.967,3857.908,3765.967,3857.908,451539100,6954770400.0,0.023869629466067632,-0.003077406502684732,0.021324698724531466,0.017383337097187646,1.0723498234576578,-0.009160663007439673,0.20491863100540875,-0.2261148256001534,0.0983827399664754,0.43036367618388,0.001300827016843309,0.20543673903535464,-0.20539397518848468,0.10957600869035855,0.41255021771187306
