vendor,source,quote_source,collected_at,datetime,symbol,exchange,trade_date,trade_time,phase,name,last_price,open,high,low,prev_close,volume,amount,turnover,pct_chg,pct_chg_raw,pct_chg_norm,pct_chg_source,pct_chg_unit
synthetic_from_training_5m,training_5m,training_5m,2026-05-20T10:25:00,2026-05-20T10:25:00,603308.SH,SH,20260520,102500,continuous,603308.SH,71.54,71.51,73.08,70.92,73.1,5651041.0,405858231.0,,-0.021340629274965606,-0.021340629274965606,-0.021340629274965606,computed_from_prev_close,ratio
synthetic_from_training_5m,training_5m,training_5m,2026-05-20T10:30:00,2026-05-20T10:30:00,603308.SH,SH,20260520,103000,continuous,603308.SH,71.48,71.55,73.08,70.92,73.1,5844241.0,419672327.0,,-0.022161422708618206,-0.022161422708618206,-0.022161422708618206,computed_from_prev_close,ratio
synthetic_from_training_5m,training_5m,training_5m,2026-05-20T10:35:00,2026-05-20T10:35:00,603308.SH,SH,20260520,103500,continuous,603308.SH,71.28,71.46,73.08,70.92,73.1,6221941.0,446589062.0,,-0.02489740082079339,-0.02489740082079339,-0.02489740082079339,computed_from_prev_close,ratio
synthetic_from_training_5m,training_5m,training_5m,2026-05-20T10:40:00,2026-05-20T10:40:00,603308.SH,SH,20260520,104000,continuous,603308.SH,71.19,71.27,73.08,70.92,73.1,6426841.0,461206610.0,,-0.02612859097127218,-0.02612859097127218,-0.02612859097127218,computed_from_prev_close,ratio
synthetic_from_training_5m,training_5m,training_5m,2026-05-20T10:45:00,2026-05-20T10:45:00,603308.SH,SH,20260520,104500,continuous,603308.SH,71.23,71.19,73.08,70.92,73.1,6721541.0,482184692.0,,-0.025581395348837077,-0.025581395348837077,-0.025581395348837077,computed_from_prev_close,ratio
synthetic_from_training_5m,training_5m,training_5m,2026-05-20T10:50:00,2026-05-20T10:50:00,603308.SH,SH,20260520,105000,continuous,603308.SH,71.21,71.23,73.08,70.92,73.1,6918041.0,496172139.0,,-0.025854993160054685,-0.025854993160054685,-0.025854993160054685,computed_from_prev_close,ratio
synthetic_from_training_5m,training_5m,training_5m,2026-05-20T10:55:00,2026-05-20T10:55:00,603308.SH,SH,20260520,105500,continuous,603308.SH,71.22,71.26,73.08,70.92,73.1,7160241.0,513417039.0,,-0.02571819425444588,-0.02571819425444588,-0.02571819425444588,computed_from_prev_close,ratio
synthetic_from_training_5m,training_5m,training_5m,2026-05-20T11:00:00,2026-05-20T11:00:00,603308.SH,SH,20260520,110000,continuous,603308.SH,71.13,71.21,73.08,70.92,73.1,7350741.0,526976922.0,,-0.02694938440492478,-0.02694938440492478,-0.02694938440492478,computed_from_prev_close,ratio
synthetic_from_training_5m,training_5m,training_5m,2026-05-20T11:05:00,2026-05-20T11:05:00,603308.SH,SH,20260520,110500,continuous,603308.SH,71.19,71.16,73.08,70.92,73.1,7585741.0,543690221.0,,-0.02612859097127218,-0.02612859097127218,-0.02612859097127218,computed_from_prev_close,ratio
synthetic_from_training_5m,training_5m,training_5m,2026-05-20T11:10:00,2026-05-20T11:10:00,603308.SH,SH,20260520,111000,continuous,603308.SH,71.18,71.21,73.08,70.92,73.1,7845341.0,562155601.0,,-0.026265389876880763,-0.026265389876880763,-0.026265389876880763,computed_from_prev_close,ratio
synthetic_from_training_5m,training_5m,training_5m,2026-05-20T11:15:00,2026-05-20T11:15:00,603308.SH,SH,20260520,111500,continuous,603308.SH,71.18,71.18,73.08,70.92,73.1,8027241.0,575097243.0,,-0.026265389876880763,-0.026265389876880763,-0.026265389876880763,computed_from_prev_close,ratio
synthetic_from_training_5m,training_5m,training_5m,2026-05-20T11:20:00,2026-05-20T11:20:00,603308.SH,SH,20260520,112000,continuous,603308.SH,71.19,71.18,73.08,70.92,73.1,8198741.0,587302832.0,,-0.02612859097127218,-0.02612859097127218,-0.02612859097127218,computed_from_prev_close,ratio
synthetic_from_training_5m,training_5m,training_5m,2026-05-20T11:25:00,2026-05-20T11:25:00,603308.SH,SH,20260520,112500,continuous,603308.SH,71.18,71.21,73.08,70.92,73.1,8344041.0,597642994.0,,-0.026265389876880763,-0.026265389876880763,-0.026265389876880763,computed_from_prev_close,ratio
synthetic_from_training_5m,training_5m,training_5m,2026-05-20T11:30:00,2026-05-20T11:30:00,603308.SH,SH,20260520,113000,continuous,603308.SH,71.43,71.19,73.08,70.92,73.1,8521941.0,610332330.0,,-0.02284541723666189,-0.02284541723666189,-0.02284541723666189,computed_from_prev_close,ratio
synthetic_from_training_5m,training_5m,training_5m,2026-05-20T13:05:00,2026-05-20T13:05:00,603308.SH,SH,20260520,130500,continuous,603308.SH,72.12,71.41,73.08,70.92,73.1,10117941.0,724587690.0,,-0.013406292749657878,-0.013406292749657878,-0.013406292749657878,computed_from_prev_close,ratio
synthetic_from_training_5m,training_5m,training_5m,2026-05-20T13:10:00,2026-05-20T13:10:00,603308.SH,SH,20260520,131000,continuous,603308.SH,72.6,72.11,73.08,70.92,73.1,10714841.0,767910353.0,,-0.0068399452804377425,-0.0068399452804377425,-0.0068399452804377425,computed_from_prev_close,ratio
synthetic_from_training_5m,training_5m,training_5m,2026-05-20T13:15:00,2026-05-20T13:15:00,603308.SH,SH,20260520,131500,continuous,603308.SH,72.93,72.58,73.1,70.92,73.1,11196841.0,803021864.0,,-0.0023255813953486637,-0.0023255813953486637,-0.0023255813953486637,computed_from_prev_close,ratio
synthetic_from_training_5m,training_5m,training_5m,2026-05-20T13:20:00,2026-05-20T13:20:00,603308.SH,SH,20260520,132000,continuous,603308.SH,72.4,72.88,73.1,70.92,73.1,11558741.0,829284732.0,,-0.009575923392612706,-0.009575923392612706,-0.009575923392612706,computed_from_prev_close,ratio
synthetic_from_training_5m,training_5m,training_5m,2026-05-20T13:25:00,2026-05-20T13:25:00,603308.SH,SH,20260520,132500,continuous,603308.SH,71.83,72.39,73.1,70.92,73.1,11820541.0,848122303.0,,-0.017373461012311853,-0.017373461012311853,-0.017373461012311853,computed_from_prev_close,ratio
synthetic_from_training_5m,training_5m,training_5m,2026-05-20T13:30:00,2026-05-20T13:30:00,603308.SH,SH,20260520,133000,continuous,603308.SH,71.68,71.83,73.1,70.92,73.1,12046641.0,864328505.0,,-0.01942544459644302,-0.01942544459644302,-0.01942544459644302,computed_from_prev_close,ratio
synthetic_from_training_5m,training_5m,training_5m,2026-05-20T13:35:00,2026-05-20T13:35:00,603308.SH,SH,20260520,133500,continuous,603308.SH,71.59,71.69,73.1,70.92,73.1,12288441.0,881641315.0,,-0.02065663474692192,-0.02065663474692192,-0.02065663474692192,computed_from_prev_close,ratio
synthetic_from_training_5m,training_5m,training_5m,2026-05-20T13:40:00,2026-05-20T13:40:00,603308.SH,SH,20260520,134000,continuous,603308.SH,72.02,71.64,73.1,70.92,73.1,12548741.0,900351189.0,,-0.014774281805745582,-0.014774281805745582,-0.014774281805745582,computed_from_prev_close,ratio
synthetic_from_training_5m,training_5m,training_5m,2026-05-20T13:45:00,2026-05-20T13:45:00,603308.SH,SH,20260520,134500,continuous,603308.SH,71.93,72.0,73.1,70.92,73.1,12875241.0,923882762.0,,-0.01600547195622415,-0.01600547195622415,-0.01600547195622415,computed_from_prev_close,ratio
synthetic_from_training_5m,training_5m,training_5m,2026-05-20T13:50:00,2026-05-20T13:50:00,603308.SH,SH,20260520,135000,continuous,603308.SH,72.71,71.9,73.1,70.92,73.1,14160481.0,1016953379.0,,-0.005335157318741457,-0.005335157318741457,-0.005335157318741457,computed_from_prev_close,ratio
synthetic_from_training_5m,training_5m,training_5m,2026-05-20T13:55:00,2026-05-20T13:55:00,603308.SH,SH,20260520,135500,continuous,603308.SH,73.44,72.73,73.61,70.92,73.1,15416181.0,1108896831.0,,0.0046511627906977715,0.0046511627906977715,0.0046511627906977715,computed_from_prev_close,ratio
synthetic_from_training_5m,training_5m,training_5m,2026-05-20T14:00:00,2026-05-20T14:00:00,603308.SH,SH,20260520,140000,continuous,603308.SH,73.15,73.45,73.61,70.92,73.1,15816581.0,1138196675.0,,0.0006839945280439075,0.0006839945280439075,0.0006839945280439075,computed_from_prev_close,ratio
synthetic_from_training_5m,training_5m,training_5m,2026-05-20T14:05:00,2026-05-20T14:05:00,603308.SH,SH,20260520,140500,continuous,603308.SH,73.18,73.09,73.61,70.92,73.1,16148381.0,1162466104.0,,0.0010943912448702076,0.0010943912448702076,0.0010943912448702076,computed_from_prev_close,ratio
synthetic_from_training_5m,training_5m,training_5m,2026-05-20T14:10:00,2026-05-20T14:10:00,603308.SH,SH,20260520,141000,continuous,603308.SH,73.03,73.13,73.61,70.92,73.1,16373181.0,1178899874.0,,-0.0009575923392611818,-0.0009575923392611818,-0.0009575923392611818,computed_from_prev_close,ratio
synthetic_from_training_5m,training_5m,training_5m,2026-05-20T14:15:00,2026-05-20T14:15:00,603308.SH,SH,20260520,141500,continuous,603308.SH,72.97,73.03,73.61,70.92,73.1,16695181.0,1202410117.0,,-0.001778385772913782,-0.001778385772913782,-0.001778385772913782,computed_from_prev_close,ratio
synthetic_from_training_5m,training_5m,training_5m,2026-05-20T14:20:00,2026-05-20T14:20:00,603308.SH,SH,20260520,142000,continuous,603308.SH,73.18,72.94,73.61,70.92,73.1,17039581.0,1227587038.0,,0.0010943912448702076,0.0010943912448702076,0.0010943912448702076,computed_from_prev_close,ratio
synthetic_from_training_5m,training_5m,training_5m,2026-05-20T14:25:00,2026-05-20T14:25:00,603308.SH,SH,20260520,142500,continuous,603308.SH,73.55,73.1,73.61,70.92,73.1,17487081.0,1260394182.0,,0.006155950752394057,0.006155950752394057,0.006155950752394057,computed_from_prev_close,ratio
synthetic_from_training_5m,training_5m,training_5m,2026-05-20T14:30:00,2026-05-20T14:30:00,603308.SH,SH,20260520,143000,continuous,603308.SH,73.1,73.55,73.61,70.92,73.1,17711581.0,1276827124.0,,0.0,0.0,0.0,computed_from_prev_close,ratio
synthetic_from_training_5m,training_5m,training_5m,2026-05-20T14:35:00,2026-05-20T14:35:00,603308.SH,SH,20260520,143500,continuous,603308.SH,73.55,73.07,73.61,70.92,73.1,18043981.0,1301217576.0,,0.006155950752394057,0.006155950752394057,0.006155950752394057,computed_from_prev_close,ratio
synthetic_from_training_5m,training_5m,training_5m,2026-05-20T14:40:00,2026-05-20T14:40:00,603308.SH,SH,20260520,144000,continuous,603308.SH,73.42,73.55,73.69,70.92,73.1,18542981.0,1337944255.0,,0.004377564979480164,0.004377564979480164,0.004377564979480164,computed_from_prev_close,ratio
synthetic_from_training_5m,training_5m,training_5m,2026-05-20T14:45:00,2026-05-20T14:45:00,603308.SH,SH,20260520,144500,continuous,603308.SH,73.1,73.42,73.69,70.92,73.1,18963081.0,1368800697.0,,0.0,0.0,0.0,computed_from_prev_close,ratio
synthetic_from_training_5m,training_5m,training_5m,2026-05-20T14:50:00,2026-05-20T14:50:00,603308.SH,SH,20260520,145000,continuous,603308.SH,73.46,73.11,73.69,70.92,73.1,19879481.0,1435860868.0,,0.004924760601915157,0.004924760601915157,0.004924760601915157,computed_from_prev_close,ratio
synthetic_from_training_5m,training_5m,training_5m,2026-05-20T14:55:00,2026-05-20T14:55:00,603308.SH,SH,20260520,145500,continuous,603308.SH,73.55,73.47,73.69,70.92,73.1,20360922.0,1471275913.0,,0.006155950752394057,0.006155950752394057,0.006155950752394057,computed_from_prev_close,ratio
synthetic_from_training_5m,training_5m,training_5m,2026-05-20T15:00:00,2026-05-20T15:00:00,603308.SH,SH,20260520,150000,continuous,603308.SH,73.49,73.49,73.69,70.92,73.1,20708181.0,1496797105.0,,0.005335157318741457,0.005335157318741457,0.005335157318741457,computed_from_prev_close,ratio
